frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,DNP3 Object Count,DNP3 Objects,attack_type
196,1,2,0,2,1,2,1,1,11,1,1,0,0.001527,0,0,0,0,1,24:24.4,7,0,9,0,0,129,1,1,1,0
72,1,0,1,1,2,10,1,6,1,5,1,0,-1,16,3,46,0,1,24:31.0,6,0,9,0,0,129,7,1,0,0
206,1,2,0,2,1,3,1,1,6,2,1,0,0.000643,0,0,0,0,1,24:34.0,0,0,5,0,0,129,11,46,1,0
42,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,24:34.6,2,0,0,0,0,129,12,32,255,0
42,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,24:45.1,6,0,6,0,0,129,8,55,2,0
42,0,2,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,24:53.7,5,0,3,0,0,129,5,38,1,0
60,0,0,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,1,2,24:55.0,3,0,10,0,0,129,12,16,15,0
72,1,0,1,1,2,10,1,9,1,5,1,0,-1,0,0,0,0,1,24:56.0,2,0,0,0,0,129,11,32,255,0
293,1,2,0,2,1,9,1,1,9,9,1,0,0.001588,0,0,0,0,1,24:59.0,5,0,9,0,0,129,6,1,4,0
60,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,25:01.8,7,0,1,0,0,129,2,33,8,0
60,0,0,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,1,2,25:06.6,1,0,7,0,0,129,12,58,1,0
42,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,25:19.9,4,0,2,0,0,129,12,36,511,0
42,0,2,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,25:21.1,8,0,4,0,0,129,0,42,1,0
42,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,25:34.2,0,0,5,0,0,129,12,46,1,0
81,1,0,1,1,2,11,1,3,1,10,1,0,-1,0,0,0,0,1,25:34.8,2,0,0,0,0,129,13,32,255,0
85,1,2,0,2,1,12,1,1,3,11,1,0,0.001265,0,0,0,1,0,25:45.3,6,0,6,0,0,129,9,55,2,0
60,0,0,1,0,0,0,0,0,0,0,0,0,-1,9,0,27,0,1,25:53.8,5,0,3,0,0,129,7,38,1,0
42,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,25:55.1,3,0,10,0,0,129,13,16,15,0
72,1,0,1,1,2,10,1,7,1,5,1,0,-1,6,0,18,0,1,25:56.2,2,0,0,0,0,129,12,32,255,0
208,1,2,0,2,1,4,1,1,7,3,1,0,0.000736,0,0,0,0,1,26:01.9,7,0,1,0,0,129,3,33,8,0
72,1,0,1,1,2,10,1,10,1,5,1,0,-1,3,0,48,0,1,26:06.8,1,0,7,0,0,129,13,58,1,0
239,1,2,0,2,1,6,1,1,10,6,1,0,0.001707,0,0,0,0,1,26:20.1,4,0,2,0,0,129,13,36,511,0
81,1,0,1,1,2,11,1,3,1,10,1,0,-1,2,0,6,0,1,26:21.3,8,0,4,0,0,129,1,42,1,0
85,1,2,0,2,1,12,1,1,3,11,1,0,0.001135,0,0,0,1,0,26:34.3,0,0,5,0,0,129,13,46,1,0
60,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,26:34.9,2,0,0,0,0,129,14,32,255,0
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,33571,20000,18,0x00000018,0,-1,0,0,0,0,,05:21.5,601,1,201,0x00000044,0x000000c0,129,0x000000c5,55,2,1
286,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,272,0x00004000,20000,33571,232,0x00000018,0,0.001393,0,0,0,0,,05:29.2,631,1,131,0x00000044,0x000000c0,129,0x000000c2,33,0,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,05:31.3,390,1,121,0x00000044,0x000000c0,129,0x000000c5,32,255,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,05:32.6,560,1,148,0x00000044,0x000000c0,129,0x000000c0,38,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,05:38.6,968,1,160,0x00000044,0x000000c0,129,0x000000c1,42,1,1
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,05:40.3,560,1,28,0x00000044,0x000000c0,129,0x000000c1,1,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,05:51.7,601,1,201,0x00000044,0x000000c0,129,0x000000c6,55,2,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,38491,20000,18,0x00000018,0,-1,5,1,15,0,,05:53.6,560,1,22,0x00000044,0x000000c0,129,0x000000c2,1,1200,1
206,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,192,0x00004000,20000,38491,152,0x00000018,0,0.001488,0,0,0,0,,05:59.4,631,1,131,0x00000044,0x000000c0,129,0x000000c3,33,0,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,47779,20000,18,0x00000018,0,-1,4,1,12,0,,06:01.5,390,1,121,0x00000044,0x000000c0,129,0x000000c6,32,255,1
196,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,182,0x00004000,20000,47779,142,0x00000018,0,0.001469,0,0,0,0,,06:02.8,560,1,148,0x00000044,0x000000c0,129,0x000000c3,38,1,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55493,20000,18,0x00000018,0,-1,4,1,12,0,,06:08.2,560,1,22,0x00000044,0x000000c0,129,0x000000c4,1,1100,1
225,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,211,0x00004000,20000,55493,171,0x00000018,0,0.00045,0,0,0,0,,06:08.8,968,1,160,0x00000044,0x000000c0,129,0x000000c2,42,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,8,2,24,0,,06:21.8,601,1,201,0x00000044,0x000000c0,129,0x000000c7,55,2,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,06:28.0,631,1,22,0x00000044,0x000000c0,129,0x000000c4,1,1001,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,49701,20000,18,0x00000018,0,-1,8,1,24,0,,06:29.6,631,1,131,0x00000044,0x000000c0,129,0x000000c5,33,9,1
239,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,225,0x00004000,20000,49701,185,0x00000018,0,0.00159,0,0,0,0,,06:31.6,390,1,121,0x00000044,0x000000c0,129,0x000000c7,32,255,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,06:32.9,560,1,148,0x00000044,0x000000c0,129,0x000000c5,38,1,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,06:38.9,968,1,160,0x00000044,0x000000c0,129,0x000000c3,42,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,06:40.5,601,1,22,0x00000044,0x000000c0,129,0x000000c8,1,,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,06:52.0,601,1,201,0x00000044,0x000000c0,129,0x000000c9,55,2,1
89,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,75,0x00004000,55493,20000,35,0x00000018,0,-1,6,1,18,0,,06:53.1,968,1,22,0x00000044,0x000000c0,129,0x000000c4,1,1000,1
91,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,77,0x00004000,20000,55493,37,0x00000018,0,0.001761,0,0,0,1,DNP3,06:59.7,631,1,131,0x00000044,0x000000c0,129,0x000000c6,33,9,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,12,2,36,0,,07:01.0,601,1,22,0x00000044,0x000000c0,129,0x000000ca,1,82,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,07:01.8,390,1,121,0x00000044,0x000000c0,129,0x000000c8,32,255,1
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,07:03.1,560,1,148,0x00000044,0x000000c0,129,0x000000c6,38,1,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,07:09.1,968,1,160,0x00000044,0x000000c0,129,0x000000c5,42,1,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,6,1,18,1,arpspoof,07:13.1,968,1,22,0x00000044,0x000000c0,129,0x000000c6,1,1300,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,33571,20000,18,0x00000018,0,-1,11,2,33,0,,07:22.1,601,1,201,0x00000044,0x000000c0,129,0x000000cb,55,2,1
286,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,272,0x00004000,20000,33571,232,0x00000018,0,0.001842,0,0,0,0,,07:29.9,631,1,131,0x00000044,0x000000c0,129,0x000000c7,33,9,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,07:31.9,390,1,121,0x00000044,0x000000c0,129,0x000000c9,32,255,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,07:33.2,560,1,148,0x00000044,0x000000c0,129,0x000000c7,38,1,1
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,55493,20000,27,0x00000018,0,-1,0,0,0,0,,07:39.2,968,1,160,0x00000044,0x000000c0,129,0x000000c7,42,1,1
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,71,0x00004000,20000,55493,31,0x00000018,0,0.001041,0,0,0,0,,07:45.7,560,1,22,0x00000044,0x000000c0,129,0x000000c8,1,20,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,DNP3,07:52.4,601,1,201,0x00000044,0x000000c0,129,0x000000cc,55,2,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,08:00.1,631,1,131,0x00000044,0x000000c0,129,0x000000c8,33,9,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,08:02.1,390,1,121,0x00000044,0x000000c0,129,0x000000ca,32,255,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,08:03.5,560,1,148,0x00000044,0x000000c0,129,0x000000c9,38,1,1
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,08:04.9,631,1,22,0x00000044,0x000000c0,129,0x000000c9,1,20,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,08:09.5,968,1,160,0x00000044,0x000000c0,129,0x000000c8,42,1,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,38491,20000,18,0x00000018,0,-1,6,1,17,0,,08:15.5,601,1,22,0x00000044,0x000000c0,129,0x000000cd,1,20,1
206,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,192,0x00004000,20000,38491,152,0x00000018,0,0.000893,0,0,0,0,,08:22.7,601,1,201,0x00000044,0x000000c0,129,0x000000ce,55,2,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,47779,20000,18,0x00000018,0,-1,4,1,12,0,,08:22.9,968,1,22,0x00000044,0x000000c0,129,0x000000c9,1,1300,1
196,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,182,0x00004000,20000,47779,142,0x00000018,0,0.001887,0,0,0,0,,08:29.1,968,1,22,0x00000044,0x000000c0,129,0x000000ca,1,20,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55493,20000,18,0x00000018,0,-1,4,1,12,0,,08:30.4,631,1,131,0x00000044,0x000000c0,129,0x000000ca,33,0,1
225,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,211,0x00004000,20000,55493,171,0x00000018,0,0.00081,0,0,0,0,,08:32.4,390,1,121,0x00000044,0x000000c0,129,0x000000cb,32,255,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,9,2,26,0,,08:33.8,560,1,148,0x00000044,0x000000c0,129,0x000000ca,38,1,1
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,55493,20000,27,0x00000018,0,-1,0,0,0,0,,08:35.6,601,1,22,0x00000044,0x000000c0,129,0x000000cf,1,20,1
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,71,0x00004000,20000,55493,31,0x00000018,0,0.001393,0,0,0,1,DNP3,08:39.7,968,1,160,0x00000044,0x000000c0,129,0x000000cb,42,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,14,0,,08:40.4,560,1,22,0x00000044,0x000000c0,129,0x000000cb,1,1100,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,49701,20000,18,0x00000018,0,-1,0,0,0,0,,08:47.1,560,1,22,0x00000044,0x000000c0,129,0x000000cc,1,20,1
239,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,225,0x00004000,20000,49701,185,0x00000018,0,0.000948,0,0,0,0,,08:52.9,601,1,201,0x00000044,0x000000c0,129,0x000000c0,55,2,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,09:00.6,631,1,131,0x00000044,0x000000c0,129,0x000000cb,33,0,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,1,0,2,0,,09:01.0,968,1,22,0x00000044,0x000000c0,129,0x000000cc,1,1000,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,09:02.7,390,1,121,0x00000044,0x000000c0,129,0x000000cc,32,255,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,6,1,18,1,arpspoof,09:04.1,560,1,148,0x00000044,0x000000c0,129,0x000000cd,38,1,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,33571,20000,18,0x00000018,0,-1,29,5,87,0,,09:09.7,968,1,22,0x00000044,0x000000c0,129,0x000000cd,1,1000,1
286,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,272,0x00004000,20000,33571,232,0x00000018,0,0.001082,0,0,0,0,,09:09.9,968,1,160,0x00000044,0x000000c0,129,0x000000ce,42,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,09:21.2,968,1,22,0x00000044,0x000000c0,129,0x000000cf,1,20,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,09:23.2,601,1,201,0x00000044,0x000000c0,129,0x000000c1,55,2,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,09:30.9,631,1,131,0x00000044,0x000000c0,129,0x000000cc,33,0,1
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,09:32.9,390,1,121,0x00000044,0x000000c0,129,0x000000cd,32,255,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,09:34.4,560,1,148,0x00000044,0x000000c0,129,0x000000ce,38,1,1
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,38491,20000,27,0x00000018,0,-1,0,0,0,0,,09:40.2,968,1,160,0x00000044,0x000000c0,129,0x000000c0,42,1,1
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,71,0x00004000,20000,38491,31,0x00000018,0,0.000738,0,0,0,1,DNP3,09:46.4,560,1,28,0x00000044,0x000000c0,129,0x000000cf,1,1,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,38491,20000,18,0x00000018,0,-1,5,1,15,0,,09:53.4,601,1,201,0x00000044,0x000000c0,129,0x000000c2,55,2,1
206,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,192,0x00004000,20000,38491,152,0x00000018,0,0.001076,0,0,0,0,,10:01.1,631,1,131,0x00000044,0x000000c0,129,0x000000cd,33,0,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,47779,20000,18,0x00000018,0,-1,4,1,12,0,,10:03.1,390,1,121,0x00000044,0x000000c0,129,0x000000ce,32,247,1
196,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,182,0x00004000,20000,47779,142,0x00000018,0,0.00208,0,0,0,0,,10:04.7,560,1,148,0x00000044,0x000000c0,129,0x000000c0,38,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,00:00:00:aa:00:22,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,0,,10:10.6,968,1,160,0x00000044,0x000000c0,129,0x000000c1,42,1,1
60,eth:ethertype:arp,00:00:00:aa:00:22,00:50:56:9c:9d:70,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,10:23.6,601,1,201,0x00000044,0x000000c0,129,0x000000c3,55,2,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,55493,20000,18,0x00000018,0,-1,0,0,0,0,,10:31.3,631,1,131,0x00000044,0x000000c0,129,0x000000ce,33,0,1
225,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,211,0x00004000,20000,55493,171,0x00000018,0,0.000267,0,0,0,1,arpspoof,10:31.5,560,1,22,0x00000044,0x000000c0,129,0x000000c1,1,1200,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,8,2,24,0,,10:33.4,390,1,121,0x00000044,0x000000c0,129,0x000000cf,32,247,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,4,1,12,0,,10:34.9,560,1,148,0x00000044,0x000000c0,129,0x000000c2,38,1,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,49701,20000,18,0x00000018,0,-1,0,0,0,0,,10:38.1,560,1,22,0x00000044,0x000000c0,129,0x000000c3,1,1100,1
239,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,225,0x00004000,20000,49701,185,0x00000018,0,0.000277,0,0,0,0,,10:40.8,968,1,160,0x00000044,0x000000c0,129,0x000000c2,42,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,0,,10:47.6,631,1,22,0x00000044,0x000000c0,129,0x000000cf,1,1001,1
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,33571,20000,27,0x00000018,0,-1,6,1,18,0,,10:53.4,601,1,22,0x00000044,0x000000c0,129,0x000000c4,1,,1
85,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,71,0x00004000,20000,33571,31,0x00000018,0,0.001035,0,0,0,1,DNP3,10:53.8,601,1,201,0x00000044,0x000000c0,129,0x000000c5,55,2,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,0,0,0,1,arpspoof,11:01.5,631,1,131,0x00000044,0x000000c0,129,0x000000c0,33,9,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,30,5,90,1,arpspoof,11:01.8,968,1,22,0x00000044,0x000000c0,129,0x000000c3,1,1000,1
60,eth:ethertype:arp,00:00:00:aa:00:22,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,6,1,18,1,arpspoof,11:03.5,390,1,121,0x00000044,0x000000c0,129,0x000000c0,32,247,1
72,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,58,0x00004000,33571,20000,18,0x00000018,0,-1,23,4,69,0,,11:05.1,560,1,148,0x00000044,0x000000c0,129,0x000000c4,38,1,1
286,eth:ethertype:ip:tcp:dnp3,00:50:56:9c:9d:70,00:00:00:aa:00:22,192.168.0.5,172.16.0.2,272,0x00004000,20000,33571,232,0x00000018,0,0.001526,0,0,0,0,,11:10.9,968,1,160,0x00000044,0x000000c0,129,0x000000c4,42,1,1
42,eth:ethertype:arp,00:50:56:9c:9d:70,ff:ff:ff:ff:ff:ff,0.0.0.0,0.0.0.0,0,0x00000000,0,0,0,0x00000000,0,-1,5,1,15,0,,11:12.2,601,1,22,0x00000044,0x000000c0,129,0x000000c6,1,,1
81,eth:ethertype:ip:tcp:dnp3,00:00:00:aa:00:22,00:50:56:9c:9d:70,172.16.0.2,192.168.0.5,67,0x00004000,49701,20000,27,0x00000018,0,-1,0,0,0,0,,11:15.2,601,1,22,0x00000044,0x000000c0,129,0x000000c7,1,82,1
